,agency_cd,site_no,datetime,Gage height_Max,Gage height_Min,Gage height_Mean
0,USGS,02131452,2016-09-30,3.87,3.77,3.81
1,USGS,02131452,2016-10-01,3.77,3.73,3.75
2,USGS,02131452,2016-10-02,3.74,3.71,3.72
3,USGS,02131452,2016-10-03,3.72,3.70,3.71
4,USGS,02131452,2016-10-04,3.72,3.70,3.71
5,USGS,02131452,2016-10-05,3.73,3.71,3.72
6,USGS,02131452,2016-10-06,,,
7,USGS,02131452,2016-10-07,3.90,3.74,3.81
8,USGS,02131452,2016-10-08,9.03,3.86,5.66
9,USGS,02131452,2016-10-09,4.62,4.03,4.23
10,USGS,02131452,2016-10-10,4.03,3.92,3.97
11,USGS,02131452,2016-10-11,3.93,3.89,3.90
12,USGS,02131452,2016-10-12,3.89,3.86,3.87
13,USGS,02131452,2016-10-13,3.87,3.83,3.84
14,USGS,02131452,2016-10-14,3.84,3.81,3.82
15,USGS,02131452,2016-10-15,3.82,3.80,3.81
16,USGS,02131452,2016-10-16,3.81,3.80,3.81
17,USGS,02131452,2016-10-17,3.82,3.80,3.81
18,USGS,02131452,2016-10-18,3.82,3.80,3.81
19,USGS,02131452,2016-10-19,3.86,3.82,3.85
20,USGS,02131452,2016-10-20,3.85,3.82,3.84
21,USGS,02131452,2016-10-21,3.86,3.83,3.85
22,USGS,02131452,2016-10-22,3.87,3.84,3.86
23,USGS,02131452,2016-10-23,3.89,3.85,3.87
24,USGS,02131452,2016-10-24,3.87,3.85,3.86
25,USGS,02131452,2016-10-25,3.85,3.83,3.84
26,USGS,02131452,2016-10-26,3.83,3.79,3.81
27,USGS,02131452,2016-10-27,3.85,3.80,3.82
28,USGS,02131452,2016-10-28,3.87,3.84,3.85
29,USGS,02131452,2016-10-29,3.87,3.86,3.86
30,USGS,02131452,2016-10-30,3.93,3.84,3.86
31,USGS,02131452,2016-10-31,3.86,3.85,3.85
32,USGS,02131452,2016-11-01,3.87,3.86,3.87
33,USGS,02131452,2016-11-02,3.89,3.86,3.87
34,USGS,02131452,2016-11-03,3.91,3.87,3.89
35,USGS,02131452,2016-11-04,3.92,3.90,3.91
36,USGS,02131452,2016-11-05,3.91,3.90,3.90
37,USGS,02131452,2016-11-06,3.91,3.89,3.90
38,USGS,02131452,2016-11-07,3.91,3.90,3.90
39,USGS,02131452,2016-11-08,3.92,3.90,3.91
40,USGS,02131452,2016-11-09,3.94,3.91,3.93
41,USGS,02131452,2016-11-10,3.94,3.92,3.93
42,USGS,02131452,2016-11-11,3.93,3.90,3.91
43,USGS,02131452,2016-11-12,3.93,3.90,3.91
44,USGS,02131452,2016-11-13,3.94,3.90,3.92
45,USGS,02131452,2016-11-14,3.98,3.94,3.97
46,USGS,02131452,2016-11-15,3.96,3.93,3.95
47,USGS,02131452,2016-11-16,3.94,3.92,3.93
48,USGS,02131452,2016-11-17,3.93,3.92,3.93
49,USGS,02131452,2016-11-18,3.93,3.92,3.92
50,USGS,02131452,2016-11-19,3.92,3.89,3.91
51,USGS,02131452,2016-11-20,3.91,3.89,3.90
52,USGS,02131452,2016-11-21,3.92,3.90,3.91
53,USGS,02131452,2016-11-22,3.92,3.91,3.92
54,USGS,02131452,2016-11-23,3.92,3.91,3.92
55,USGS,02131452,2016-11-24,3.92,3.91,3.92
56,USGS,02131452,2016-11-25,3.93,3.92,3.93
57,USGS,02131452,2016-11-26,3.94,3.89,3.93
58,USGS,02131452,2016-11-27,3.94,3.91,3.92
59,USGS,02131452,2016-11-28,3.93,3.92,3.92
60,USGS,02131452,2016-11-29,3.97,3.89,3.94
61,USGS,02131452,2016-11-30,4.02,3.95,4.00
62,USGS,02131452,2016-12-01,4.18,3.91,4.00
63,USGS,02131452,2016-12-02,3.91,3.84,3.87
64,USGS,02131452,2016-12-03,3.85,3.84,3.84
65,USGS,02131452,2016-12-04,3.85,3.83,3.84
66,USGS,02131452,2016-12-05,3.98,3.85,3.93
67,USGS,02131452,2016-12-06,4.07,3.95,4.02
68,USGS,02131452,2016-12-07,4.00,3.91,3.95
69,USGS,02131452,2016-12-08,3.91,3.88,3.90
70,USGS,02131452,2016-12-09,3.89,3.86,3.87
71,USGS,02131452,2016-12-10,3.87,3.85,3.86
72,USGS,02131452,2016-12-11,3.86,3.85,3.86
73,USGS,02131452,2016-12-12,3.88,3.86,3.86
74,USGS,02131452,2016-12-13,3.89,3.85,3.88
75,USGS,02131452,2016-12-14,3.90,3.88,3.89
76,USGS,02131452,2016-12-15,3.89,3.86,3.87
77,USGS,02131452,2016-12-16,3.87,3.85,3.86
78,USGS,02131452,2016-12-17,3.86,3.84,3.85
79,USGS,02131452,2016-12-18,3.87,3.83,3.86
80,USGS,02131452,2016-12-19,4.03,3.84,3.95
81,USGS,02131452,2016-12-20,4.02,3.93,3.97
82,USGS,02131452,2016-12-21,3.93,3.89,3.91
83,USGS,02131452,2016-12-22,3.90,3.88,3.89
84,USGS,02131452,2016-12-23,3.89,3.87,3.88
85,USGS,02131452,2016-12-24,3.87,3.86,3.87
86,USGS,02131452,2016-12-25,3.87,3.86,3.87
87,USGS,02131452,2016-12-26,3.87,3.85,3.86
88,USGS,02131452,2016-12-27,3.88,3.86,3.87
89,USGS,02131452,2016-12-28,3.89,3.87,3.88
90,USGS,02131452,2016-12-29,4.37,3.82,4.00
91,USGS,02131452,2016-12-30,4.03,3.91,3.95
92,USGS,02131452,2016-12-31,3.92,3.88,3.91
93,USGS,02131452,2017-01-01,3.91,3.87,3.89
94,USGS,02131452,2017-01-02,4.88,3.88,4.48
95,USGS,02131452,2017-01-03,5.47,4.28,4.69
96,USGS,02131452,2017-01-04,4.36,4.11,4.21
97,USGS,02131452,2017-01-05,4.11,4.02,4.06
98,USGS,02131452,2017-01-06,4.06,3.95,4.00
99,USGS,02131452,2017-01-07,5.29,4.05,4.75
100,USGS,02131452,2017-01-08,4.44,4.16,4.27
101,USGS,02131452,2017-01-09,4.16,4.07,4.10
102,USGS,02131452,2017-01-10,4.07,4.03,4.04
103,USGS,02131452,2017-01-11,4.03,4.00,4.01
104,USGS,02131452,2017-01-12,4.00,3.96,3.99
105,USGS,02131452,2017-01-13,3.98,3.96,3.97
106,USGS,02131452,2017-01-14,3.97,3.95,3.96
107,USGS,02131452,2017-01-15,3.96,3.94,3.95
108,USGS,02131452,2017-01-16,3.95,3.93,3.94
109,USGS,02131452,2017-01-17,3.98,3.93,3.97
110,USGS,02131452,2017-01-18,3.98,3.95,3.97
111,USGS,02131452,2017-01-19,4.00,3.95,3.96
112,USGS,02131452,2017-01-20,3.99,3.95,3.96
113,USGS,02131452,2017-01-21,4.23,3.93,3.99
114,USGS,02131452,2017-01-22,4.37,4.14,4.22
115,USGS,02131452,2017-01-23,5.56,4.37,4.83
116,USGS,02131452,2017-01-24,4.42,4.18,4.27
117,USGS,02131452,2017-01-25,4.18,4.10,4.13
118,USGS,02131452,2017-01-26,4.10,4.05,4.08
119,USGS,02131452,2017-01-27,4.05,4.03,4.04
120,USGS,02131452,2017-01-28,4.03,4.01,4.02
121,USGS,02131452,2017-01-29,4.02,3.98,4.00
122,USGS,02131452,2017-01-30,3.98,3.96,3.97
123,USGS,02131452,2017-01-31,3.99,3.93,3.96
124,USGS,02131452,2017-02-01,3.99,3.98,3.98
125,USGS,02131452,2017-02-02,3.99,3.96,3.97
126,USGS,02131452,2017-02-03,4.00,3.95,3.98
127,USGS,02131452,2017-02-04,3.98,3.95,3.96
128,USGS,02131452,2017-02-05,3.97,3.95,3.96
129,USGS,02131452,2017-02-06,3.97,3.95,3.96
130,USGS,02131452,2017-02-07,4.02,3.95,3.99
131,USGS,02131452,2017-02-08,4.17,3.99,4.09
132,USGS,02131452,2017-02-09,4.55,4.00,4.28
133,USGS,02131452,2017-02-10,4.17,4.04,4.09
134,USGS,02131452,2017-02-11,4.04,4.02,4.03
135,USGS,02131452,2017-02-12,4.04,4.01,4.03
136,USGS,02131452,2017-02-13,4.05,4.02,4.03
137,USGS,02131452,2017-02-14,4.06,4.02,4.04
138,USGS,02131452,2017-02-15,4.58,4.05,4.28
139,USGS,02131452,2017-02-16,4.35,4.12,4.20
140,USGS,02131452,2017-02-17,4.12,4.07,4.09
141,USGS,02131452,2017-02-18,4.07,4.04,4.05
142,USGS,02131452,2017-02-19,4.04,4.02,4.03
143,USGS,02131452,2017-02-20,4.02,4.00,4.01
144,USGS,02131452,2017-02-21,4.01,4.00,4.01
145,USGS,02131452,2017-02-22,4.01,4.00,4.01
146,USGS,02131452,2017-02-23,4.03,4.01,4.02
147,USGS,02131452,2017-02-24,4.03,4.02,4.03
148,USGS,02131452,2017-02-25,4.03,4.01,4.02
149,USGS,02131452,2017-02-26,4.07,4.02,4.05
150,USGS,02131452,2017-02-27,4.09,4.06,4.08
151,USGS,02131452,2017-02-28,4.18,4.09,4.13
152,USGS,02131452,2017-03-01,4.39,4.18,4.24
153,USGS,02131452,2017-03-02,5.08,4.23,4.52
154,USGS,02131452,2017-03-03,4.23,4.10,4.15
155,USGS,02131452,2017-03-04,4.10,4.05,4.07
156,USGS,02131452,2017-03-05,4.05,4.03,4.04
157,USGS,02131452,2017-03-06,4.09,4.03,4.04
158,USGS,02131452,2017-03-07,4.05,4.03,4.04
159,USGS,02131452,2017-03-08,4.04,4.02,4.03
160,USGS,02131452,2017-03-09,4.03,4.00,4.01
161,USGS,02131452,2017-03-10,4.18,4.01,4.12
162,USGS,02131452,2017-03-11,4.17,4.12,4.14
163,USGS,02131452,2017-03-12,4.41,4.11,4.24
164,USGS,02131452,2017-03-13,5.49,4.24,4.43
165,USGS,02131452,2017-03-14,5.48,4.44,4.80
166,USGS,02131452,2017-03-15,4.44,4.21,4.30
167,USGS,02131452,2017-03-16,4.22,4.13,4.17
168,USGS,02131452,2017-03-17,4.14,4.08,4.11
169,USGS,02131452,2017-03-18,4.10,4.07,4.09
170,USGS,02131452,2017-03-19,4.12,4.06,4.09
171,USGS,02131452,2017-03-20,4.06,4.04,4.05
172,USGS,02131452,2017-03-21,4.10,4.04,4.07
173,USGS,02131452,2017-03-22,4.20,4.10,4.14
174,USGS,02131452,2017-03-23,4.10,4.04,4.08
175,USGS,02131452,2017-03-24,4.07,4.06,4.07
176,USGS,02131452,2017-03-25,4.13,4.07,4.09
177,USGS,02131452,2017-03-26,4.15,4.08,4.12
178,USGS,02131452,2017-03-27,4.15,4.12,4.14
179,USGS,02131452,2017-03-28,4.17,4.14,4.16
180,USGS,02131452,2017-03-29,4.16,4.12,4.14
181,USGS,02131452,2017-03-30,4.47,4.09,4.22
182,USGS,02131452,2017-03-31,4.48,4.24,4.35
183,USGS,02131452,2017-04-01,4.24,4.13,4.18
184,USGS,02131452,2017-04-02,4.13,4.09,4.10
185,USGS,02131452,2017-04-03,6.96,4.08,4.64
186,USGS,02131452,2017-04-04,5.52,4.37,4.70
187,USGS,02131452,2017-04-05,5.35,4.25,4.51
188,USGS,02131452,2017-04-06,5.14,4.51,4.79
189,USGS,02131452,2017-04-07,4.51,4.28,4.38
190,USGS,02131452,2017-04-08,4.28,4.19,4.23
191,USGS,02131452,2017-04-09,4.19,4.14,4.16
192,USGS,02131452,2017-04-10,4.14,4.10,4.12
193,USGS,02131452,2017-04-11,4.10,4.07,4.08
194,USGS,02131452,2017-04-12,4.07,4.04,4.05
195,USGS,02131452,2017-04-13,4.05,4.03,4.04
196,USGS,02131452,2017-04-14,4.08,4.05,4.07
197,USGS,02131452,2017-04-15,4.13,4.07,4.11
198,USGS,02131452,2017-04-16,4.16,4.11,4.14
199,USGS,02131452,2017-04-17,4.21,4.15,4.19
200,USGS,02131452,2017-04-18,4.27,4.20,4.25
201,USGS,02131452,2017-04-19,4.22,4.20,4.21
202,USGS,02131452,2017-04-20,4.23,4.20,4.21
203,USGS,02131452,2017-04-21,4.27,4.22,4.26
204,USGS,02131452,2017-04-22,4.32,4.26,4.30
205,USGS,02131452,2017-04-23,4.41,4.24,4.31
206,USGS,02131452,2017-04-24,16.13,4.33,9.12
207,USGS,02131452,2017-04-25,6.01,4.72,5.17
208,USGS,02131452,2017-04-26,4.72,4.40,4.55
209,USGS,02131452,2017-04-27,4.40,4.27,4.34
210,USGS,02131452,2017-04-28,4.28,4.18,4.24
211,USGS,02131452,2017-04-29,4.18,4.12,4.16
212,USGS,02131452,2017-04-30,4.13,4.11,4.12
213,USGS,02131452,2017-05-01,4.16,4.10,4.11
214,USGS,02131452,2017-05-02,4.26,4.08,4.15
215,USGS,02131452,2017-05-03,4.08,4.04,4.06
216,USGS,02131452,2017-05-04,4.11,4.03,4.08
217,USGS,02131452,2017-05-05,8.70,4.11,5.13
218,USGS,02131452,2017-05-06,4.40,4.16,4.27
219,USGS,02131452,2017-05-07,4.19,4.07,4.14
220,USGS,02131452,2017-05-08,4.07,4.01,4.05
221,USGS,02131452,2017-05-09,4.02,3.98,4.01
222,USGS,02131452,2017-05-10,3.99,3.95,3.98
223,USGS,02131452,2017-05-11,3.96,3.94,3.95
224,USGS,02131452,2017-05-12,3.97,3.93,3.95
225,USGS,02131452,2017-05-13,4.03,3.96,4.00
226,USGS,02131452,2017-05-14,3.98,3.93,3.96
227,USGS,02131452,2017-05-15,3.93,3.90,3.92
228,USGS,02131452,2017-05-16,3.91,3.89,3.90
229,USGS,02131452,2017-05-17,3.94,3.90,3.92
230,USGS,02131452,2017-05-18,3.93,3.89,3.91
231,USGS,02131452,2017-05-19,3.93,3.90,3.91
232,USGS,02131452,2017-05-20,3.91,3.88,3.89
233,USGS,02131452,2017-05-21,3.95,3.87,3.89
234,USGS,02131452,2017-05-22,4.74,3.95,4.16
235,USGS,02131452,2017-05-23,4.74,3.95,4.29
236,USGS,02131452,2017-05-24,9.35,4.04,4.93
237,USGS,02131452,2017-05-25,6.15,4.34,4.98
238,USGS,02131452,2017-05-26,4.34,4.11,4.22
239,USGS,02131452,2017-05-27,4.18,3.99,4.07
240,USGS,02131452,2017-05-28,4.00,3.95,3.98
241,USGS,02131452,2017-05-29,3.97,3.93,3.95
242,USGS,02131452,2017-05-30,3.98,3.93,3.96
243,USGS,02131452,2017-05-31,4.03,3.98,4.02
244,USGS,02131452,2017-06-01,4.08,4.01,4.07
245,USGS,02131452,2017-06-02,4.11,4.06,4.09
246,USGS,02131452,2017-06-03,4.14,4.10,4.12
247,USGS,02131452,2017-06-04,4.41,4.14,4.19
248,USGS,02131452,2017-06-05,4.51,4.23,4.36
249,USGS,02131452,2017-06-06,4.36,4.24,4.30
250,USGS,02131452,2017-06-07,4.24,4.20,4.23
251,USGS,02131452,2017-06-08,4.23,4.19,4.21
252,USGS,02131452,2017-06-09,4.23,4.21,4.23
253,USGS,02131452,2017-06-10,4.23,4.21,4.22
254,USGS,02131452,2017-06-11,4.22,4.19,4.20
255,USGS,02131452,2017-06-12,4.22,4.20,4.21
256,USGS,02131452,2017-06-13,4.23,4.21,4.22
257,USGS,02131452,2017-06-14,4.25,4.18,4.22
258,USGS,02131452,2017-06-15,4.26,4.22,4.25
259,USGS,02131452,2017-06-16,4.29,4.25,4.27
260,USGS,02131452,2017-06-17,4.27,4.23,4.25
261,USGS,02131452,2017-06-18,4.26,4.24,4.25
262,USGS,02131452,2017-06-19,4.28,4.19,4.25
263,USGS,02131452,2017-06-20,4.38,4.27,4.32
264,USGS,02131452,2017-06-21,4.45,4.36,4.40
265,USGS,02131452,2017-06-22,4.36,4.32,4.34
266,USGS,02131452,2017-06-23,4.34,4.33,4.34
267,USGS,02131452,2017-06-24,4.34,4.29,4.31
268,USGS,02131452,2017-06-25,4.32,4.30,4.31
269,USGS,02131452,2017-06-26,4.32,4.25,4.29
270,USGS,02131452,2017-06-27,4.27,4.22,4.25
271,USGS,02131452,2017-06-28,4.26,4.20,4.23
272,USGS,02131452,2017-06-29,4.24,4.20,4.22
273,USGS,02131452,2017-06-30,4.29,4.22,4.26
274,USGS,02131452,2017-07-01,4.36,4.27,4.33
275,USGS,02131452,2017-07-02,4.37,4.33,4.35
276,USGS,02131452,2017-07-03,4.35,4.25,4.30
277,USGS,02131452,2017-07-04,4.36,4.16,4.27
278,USGS,02131452,2017-07-05,4.40,4.23,4.33
279,USGS,02131452,2017-07-06,4.57,4.22,4.38
280,USGS,02131452,2017-07-07,4.23,4.09,4.16
281,USGS,02131452,2017-07-08,4.24,4.17,4.21
282,USGS,02131452,2017-07-09,4.23,4.17,4.20
283,USGS,02131452,2017-07-10,4.21,4.17,4.20
284,USGS,02131452,2017-07-11,4.24,4.20,4.23
285,USGS,02131452,2017-07-12,4.23,4.19,4.21
286,USGS,02131452,2017-07-13,4.30,4.16,4.20
287,USGS,02131452,2017-07-14,4.30,4.17,4.22
288,USGS,02131452,2017-07-15,4.54,4.07,4.19
289,USGS,02131452,2017-07-16,4.45,4.16,4.24
290,USGS,02131452,2017-07-17,4.28,4.21,4.25
291,USGS,02131452,2017-07-18,4.25,4.13,4.21
292,USGS,02131452,2017-07-19,4.48,4.24,4.38
293,USGS,02131452,2017-07-20,4.34,4.23,4.28
294,USGS,02131452,2017-07-21,4.27,4.17,4.22
295,USGS,02131452,2017-07-22,4.17,4.09,4.14
296,USGS,02131452,2017-07-23,4.12,4.07,4.10
297,USGS,02131452,2017-07-24,4.14,4.10,4.12
298,USGS,02131452,2017-07-25,4.16,4.13,4.15
299,USGS,02131452,2017-07-26,4.16,4.11,4.14
300,USGS,02131452,2017-07-27,4.12,4.10,4.11
301,USGS,02131452,2017-07-28,4.10,4.08,4.09
302,USGS,02131452,2017-07-29,4.11,4.09,4.10
303,USGS,02131452,2017-07-30,4.13,4.10,4.12
304,USGS,02131452,2017-07-31,4.13,4.08,4.11
305,USGS,02131452,2017-08-01,4.11,4.06,4.09
306,USGS,02131452,2017-08-02,4.06,4.03,4.05
307,USGS,02131452,2017-08-03,4.03,4.00,4.02
308,USGS,02131452,2017-08-04,4.01,3.95,3.98
309,USGS,02131452,2017-08-05,3.95,3.92,3.94
310,USGS,02131452,2017-08-06,3.92,3.89,3.91
311,USGS,02131452,2017-08-07,3.97,3.87,3.95
312,USGS,02131452,2017-08-08,4.24,3.95,4.19
313,USGS,02131452,2017-08-09,4.22,4.20,4.21
314,USGS,02131452,2017-08-10,4.23,4.19,4.21
315,USGS,02131452,2017-08-11,9.31,4.13,4.39
316,USGS,02131452,2017-08-12,9.31,4.22,4.76
317,USGS,02131452,2017-08-13,4.78,4.11,4.30
318,USGS,02131452,2017-08-14,4.41,4.14,4.24
319,USGS,02131452,2017-08-15,4.22,4.09,4.15
320,USGS,02131452,2017-08-16,4.10,4.05,4.07
321,USGS,02131452,2017-08-17,4.08,4.05,4.07
322,USGS,02131452,2017-08-18,4.09,4.08,4.09
323,USGS,02131452,2017-08-19,4.09,4.07,4.08
324,USGS,02131452,2017-08-20,4.08,4.05,4.07
325,USGS,02131452,2017-08-21,4.06,4.02,4.05
326,USGS,02131452,2017-08-22,4.05,3.72,3.90
327,USGS,02131452,2017-08-23,3.84,3.75,3.78
328,USGS,02131452,2017-08-24,3.89,3.83,3.85
329,USGS,02131452,2017-08-25,3.84,3.82,3.83
330,USGS,02131452,2017-08-26,3.84,3.81,3.83
331,USGS,02131452,2017-08-27,3.83,3.79,3.82
332,USGS,02131452,2017-08-28,3.82,3.80,3.81
333,USGS,02131452,2017-08-29,3.81,3.80,3.80
334,USGS,02131452,2017-08-30,3.82,3.80,3.81
335,USGS,02131452,2017-08-31,4.43,3.81,3.94
336,USGS,02131452,2017-09-01,4.07,3.83,3.92
337,USGS,02131452,2017-09-02,3.88,3.78,3.83
338,USGS,02131452,2017-09-03,3.78,3.74,3.76
339,USGS,02131452,2017-09-04,3.74,3.71,3.72
340,USGS,02131452,2017-09-05,3.73,3.71,3.71
341,USGS,02131452,2017-09-06,3.77,3.73,3.75
342,USGS,02131452,2017-09-07,3.80,3.76,3.77
343,USGS,02131452,2017-09-08,3.81,3.79,3.80
344,USGS,02131452,2017-09-09,3.82,3.80,3.81
345,USGS,02131452,2017-09-10,3.82,3.80,3.81
346,USGS,02131452,2017-09-11,3.97,3.77,3.84
347,USGS,02131452,2017-09-12,9.25,3.96,5.12
348,USGS,02131452,2017-09-13,4.13,3.89,3.98
349,USGS,02131452,2017-09-14,3.91,3.86,3.88
350,USGS,02131452,2017-09-15,3.88,3.84,3.86
351,USGS,02131452,2017-09-16,3.88,3.83,3.86
352,USGS,02131452,2017-09-17,4.04,3.88,3.98
353,USGS,02131452,2017-09-18,4.09,4.04,4.07
354,USGS,02131452,2017-09-19,4.12,4.09,4.10
355,USGS,02131452,2017-09-20,4.13,4.12,4.13
356,USGS,02131452,2017-09-21,4.15,4.13,4.14
357,USGS,02131452,2017-09-22,4.15,4.12,4.13
358,USGS,02131452,2017-09-23,4.15,4.12,4.14
359,USGS,02131452,2017-09-24,4.14,4.12,4.13
360,USGS,02131452,2017-09-25,4.15,4.12,4.13
361,USGS,02131452,2017-09-26,4.16,4.14,4.15
362,USGS,02131452,2017-09-27,4.16,4.14,4.15
363,USGS,02131452,2017-09-28,4.16,4.14,4.15
364,USGS,02131452,2017-09-29,4.16,4.13,4.14
365,USGS,02131452,2017-09-30,4.13,4.11,4.12
